"TARGET","FixedAcidity","VolatileAcidity","CitricAcid","ResidualSugar","Chlorides","FreeSulfurDioxide","TotalSulfurDioxide","Density","pH","Sulphates","Alcohol","LabelAppeal","AcidIndex","STARS"
7,2.2,0.15,0.49,-0.7,0.047,-151,191,0.9928,3.17,-0.7,10.4,1,8,"4"
3,10.9,0.6,0.12,0.1,0.489,150,76,0.99268,3.42,0.88,10.4,1,7,"2"
6,7.4,0.28,0.3,22.7,-0.11,44,-96,1.01381,3.17,-0.71,14.2,2,8,"4"
3,4,0.23,0.5,45.7,0.149,283,523,0.9973,3.33,1.23,9.8,0,8,"1"
4,7.7,0.08,-1.15,-57.4,0.048,25,192,0.9951,2.97,0.47,10.9,1,8,"1"
5,10.6,0.33,1.19,3.3,-0.423,10,19,0.99468,3.3,0.73,13.5,0,9,"4"
4,6.8,0.11,0.35,7.8,-0.541,76,197,1.03802,3.24,0.33,13.2,0,7,"1"
3,-4.2,0.33,-0.28,73.6,0.054,62,471,0.99734,4.41,-2.58,6.3,0,7,"1"
4,10.1,1.18,1.75,7.9,0.019,21,82,0.99425,2.04,0.99,10,0,7,"1"
5,6.8,0.26,0.91,6,-0.297,22,95,0.9928,3.51,0.45,14.8,1,8,"4"
3,-15,-1.48,0.97,-34.1,0.118,25,-42,0.97772,3.05,0.44,11.7,-1,7,"0"
4,9.4,0.93,0.99,3.3,0.538,40,153,0.9911,3.34,1.13,17.5,0,6,"1"
0,-1.1,0.19,0.41,-32.5,-0.545,-183,155,1.06784,2.42,0.44,8.8,-1,7,"0"
2,-0.2,-0.01,0.63,-25.6,0.498,50,179,0.9979,2.65,-1.11,-2.3,0,9,"2"
0,9.7,0.32,0.54,-13.4,0.094,178,-61,0.9984,3.28,0.93,5.3,0,11,"0"
1,17.7,-1,0.31,3.3,0.019,34,201,0.99429,2.98,-1.16,5.4,-2,7,"0"
4,6.8,0.43,1.31,5.2,0.035,-281,176,0.96412,3.17,0.41,12.3,0,7,"0"
2,10.5,0.35,0.06,1.4,0.066,27,128,0.9934,3.77,-0.51,9.3,-1,6,"3"
5,17.4,0.23,2.77,1.4,-0.103,114,-209,0.9934,2.57,0.54,11.8,0,8,"2"
4,7.3,0.22,1.6,-48.1,0.242,-234,131,0.95844,3.27,0.48,11.2,0,8,"2"
5,8.5,0.9,-0.41,14.6,0.043,30,168,0.97337,3.54,-0.76,8.8,1,8,"4"
6,10.5,1.13,0.38,-83.6,0.231,78,279,0.96892,3.18,0.61,11.7,1,8,"2"
4,8.2,0.18,1.13,1.4,-0.292,46,89,1.00413,3.39,0.48,4.8,-1,7,"3"
6,6,-0.45,0.36,-17.9,0.052,273,72,1.03343,4.24,1.53,5.6,1,6,"3"
4,8.4,0.99,0.33,41,0.033,16,260,1.01616,3.14,-0.2,8.9,0,9,"4"
5,8,0.26,1.97,-29.5,-0.188,-95,121,0.992,3.09,0.72,11.6,0,9,"2"
0,9.6,-2.36,-3.24,2.2,0.064,246,23,1.01562,3.3,2.42,12.2,-1,7,"0"
2,-5.4,0.37,-0.95,20.7,0.941,34,185,0.9944,3.17,2.13,12.5,-1,6,"1"
0,7.1,0.735,2.2,57.4,0.1,15,334,0.9966,4.39,-2.39,4.4,-1,8,"0"
5,7.9,-0.99,0.34,1.2,0.494,29,118,0.9476,3.3,-0.83,16.4,1,8,"1"
0,13,-0.92,0.25,2.6,0.174,10,-16,0.98871,3.46,-0.46,14,0,8,"1"
5,7.4,0.27,-1.06,1.1,-0.081,33,458,0.99728,2.81,0.25,16.1,1,8,"2"
4,13.7,1.72,0.43,-20.4,0.019,267,129,0.9938,3.33,0.41,11,0,9,"1"
5,6.3,0.02,0.35,2.3,0.555,-232,109,1.01069,4.16,0.44,9.9,1,7,"3"
4,6.9,1.77,-0.84,-15.3,0.039,197,122,1.02963,3.61,0.47,11.1,-1,8,"1"
6,6.1,0.31,0.58,-24.4,0.039,36,114,0.9909,3.3,0.6,12.3,0,7,"4"
6,6.6,0.65,-0.46,-62.3,-0.409,39,110,0.99256,3.18,0.27,11.2,1,7,"3"
4,7.2,-0.19,0.35,14.5,0.048,35,335,0.9982,2.63,2.02,8.9,0,8,"0"
0,6.9,-1.06,0.29,9.9,0.056,-51,91,0.99487,3.51,-1.3,9.9,0,7,"2"
5,7.1,0.44,0.23,5.8,0.035,-494,100,0.99062,3,-0.26,9.3,0,8,"3"
3,5.3,0.21,0.29,38.2,-0.362,11,22,1.00361,3.73,0.4,9.8,0,6,"0"
2,0.3,0.25,-0.79,20.4,0.008,13,102,0.9918,3.54,0.98,5,-1,8,"1"
3,6.8,0.21,-0.17,7,0.099,27,107,0.99206,2.98,-0.28,10.7,-1,7,"0"
3,30.6,-0.34,-0.21,91.1,0.044,-46,172,1.0063,3.12,0.55,3,0,8,"0"
3,5.6,0.435,1.17,-44.7,0.282,24,152,1.07182,3.49,-0.34,9.3,-1,6,"2"
4,7.9,0.43,-1.08,-54.5,0.044,36,103,0.96377,3.19,-0.01,10.5,0,8,"2"
4,7.5,0.41,0.23,21.9,0.127,256,593,0.99898,3.18,0.49,9.7,1,8,"4"
2,8.6,1.81,1.92,123.25,0.406,35.5,46.5,1.0001,1.95,-0.56,16,1,10,"1"
4,5.8,0.24,0.28,-29,0.038,-98,-78,1.02018,3.1,3.23,9.2,-1,6,"1"
0,13.2,0.07,0.33,23.3,0.05,111,103,0.99002,3,0.45,7.3,0,9,"0"
3,12.1,0.24,0.39,17.3,0.052,-149,-53,0.99888,3.91,0.49,9.2,-1,7,"1"
3,10.2,0.24,0.49,6.1,0.038,52,-85,0.9952,3.02,0.33,10.6,-1,9,"1"
3,7,-0.5,-1.05,58.3,0.034,26,127,0.96183,4.05,1.72,5.4,-1,8,"2"
4,12.8,-1.07,0.7,4.9,-0.514,42,282,0.99283,3.12,0.11,11,0,7,"3"
2,6.7,1.37,-0.57,1.4,-0.08,25,141,1.0392,3.12,0.44,10.1,-1,7,"2"
0,8.2,0.33,1.31,-46.9,0.067,109,12,0.99473,3.3,1.95,15.4,0,9,"1"
3,6.6,-0.54,0.15,19.8,0.037,35,135,1.0544,4.55,-0.36,9.4,0,7,"0"
3,29.4,0.24,1.91,6.45,0.035,-157,562,0.996,3,-0.18,11.6,-1,9,"2"
4,-1.9,-0.74,0.3,51.3,0.232,19,203,0.99057,3.47,-0.61,11.9,-1,7,"2"
3,9.4,1.12,1.28,2.2,0.075,-204,13,0.998,3.22,-0.24,15.4,0,10,"2"
0,8.3,0.41,0.37,1.4,-0.402,-275,23,0.9974,3.26,0.7,13.5,-1,9,"0"
0,7.1,-0.71,0.22,65.2,-0.482,146.5,643.5,1.00711,3.62,-0.91,9.8,0,8,"0"
3,6.7,0.31,1.76,2.2,0.164,-19,-28,1.02432,2.05,0.17,9.6,0,7,"1"
3,8.1,0.79,0.48,1.8,0.134,-237,377,0.9976,3.3,1.05,9.4,0,9,"3"
4,-1.5,0.94,0.34,10.5,0.043,49,228,1.05744,3.04,0.41,15.8,0,10,"2"
6,-1.1,0.2,1.28,-12.4,0.056,-63,212.5,0.95946,2.32,-2.95,8.9,0,8,"3"
4,-0.4,1.44,0.95,1.3,-0.326,28,371,0.97462,2.08,-0.53,8.4,0,7,"3"
0,1.9,-0.3,0.29,51.2,0.251,158,44,0.9775,3.17,0.54,-3.7,1,9,"0"
4,6.6,0.13,1.58,24.4,0.056,54,613,0.99698,3.17,0.39,9.4,0,7,"1"
4,15.1,-1.2,1.74,6,-0.417,-95,107,0.99511,3.23,1.99,10.5,-1,7,"2"
3,6.4,1.5,0.37,-3.5,0.44,35,-274,0.97584,3.23,0.66,14,-1,7,"1"
4,7.4,0.32,0.3,8.9,-0.078,-363,117,0.98996,3.24,0.48,10.3,0,8,"2"
5,6.5,2.62,0.3,-3.2,-0.1,179,88,0.99028,4.54,-0.86,12.5,0,7,"4"
0,8,0.23,0.28,-43.8,0.048,-149,468,0.9952,3.68,-0.7,9.5,0,9,"0"
4,15.8,0.2,1.9,1.2,-0.557,79,78,0.9921,3.08,-1.04,5.5,0,9,"3"
6,13.4,0.28,-0.61,4.7,0.282,56,140,1.00321,3.16,2.03,15.7,0,7,"2"
4,7.8,0.65,-1.37,16.85,0.054,23,24,0.9998,3.16,0.38,9,0,8,"1"
0,10.1,-0.72,0.23,1.9,0.082,28,18,0.99774,3.22,-0.81,5.6,-1,11,"1"
0,15,0.36,-1.07,2.1,0.035,-213,100,0.9917,3.9,0.75,8.4,-1,7,"0"
3,9.8,0.22,-0.93,9.9,0.142,30,91,0.99512,1.99,0.66,4.8,-1,7,"2"
4,-12.2,-0.48,-1.34,10.3,0.027,275,38,0.9894,3.5,2.14,3.9,0,6,"2"
0,6.9,1.45,0.16,6.8,0.618,-214,212,0.95962,3.82,0.39,19.9,-1,7,"0"
5,6.4,-0.69,0.12,-59.3,-0.465,25,149,0.96567,4.59,-1.03,13.2,0,7,"3"
5,6.7,0.66,0.32,-38.4,0.202,29,113,0.99188,2.22,-0.22,19.8,0,7,"2"
0,3.9,1.49,-0.41,18.8,0.05,271,227,1.03638,5.29,0.58,9.6,-2,8,"0"
7,2.7,0.32,0.45,-122,0.073,5,350,0.98089,2.31,0.82,12.6,1,11,"4"
3,2.7,-0.72,0.2,63.85,0.395,200,146,1.03628,1.95,1.49,8.9,0,6,"0"
4,4.9,0.235,-0.78,-6.65,-0.336,210,118,0.9954,3.07,1.91,9.4,0,5,"2"
4,7.1,1.9,0.61,-48.1,0.456,54,155,0.9974,2.19,-1.19,8.3,1,8,"1"
0,14,0.4,1.61,31.5,0.122,206,40,1.01565,3.91,1.36,9.7,1,7,"0"
5,5.8,-1.37,0.26,1.1,0.236,20,245,1.02116,3.27,2.27,13,1,6,"3"
5,6.8,-0.66,1.11,16.8,0.044,35,137,0.99,3.13,1.46,12.1,0,8,"3"
4,7.5,-0.43,0.32,2,0.044,-283,90,0.99185,3.37,0.68,11,-1,7,"2"
3,12,1.84,-0.59,57,-0.084,49,128,1.01688,3.24,-0.15,11.3,0,6,"1"
4,6.8,1.22,0.54,18.2,0.154,156,5,0.9955,4.47,1.16,10.3,0,7,"1"
6,6.3,0.22,-0.62,39.8,-0.419,-83,157,0.96877,3.05,-0.11,10,1,7,"3"
4,11.1,-0.18,1.67,4.6,0.041,-536,46,0.9946,3.21,0.45,15.1,1,8,"1"
2,10,0.18,0.22,16.8,0.042,25,111,0.9809,3.76,0.39,12.6,-1,6,"2"
3,5.5,0.23,-0.71,-125.3,0.033,39,161,0.99209,3.94,0.36,17,-1,6,"2"
1,9.6,0.32,0.46,-29.9,0.41,25,189,0.98314,3.24,0.49,6.5,-2,7,"1"
2,29.1,0.83,-0.6,2,0.178,11,63,0.99652,3.29,1.41,10.8,0,9,"1"
2,3.4,-0.09,0.49,-34.1,-0.243,192,-204,0.98129,3.26,1.77,9.1,-1,8,"1"
3,7.4,-0.17,0.8,12.3,0.038,77,187,0.99778,2.95,1.43,7.6,0,8,"0"
6,7.4,-1.14,0.66,-61.6,-0.368,36,-289,0.95019,2.92,-0.08,10.3,1,8,"2"
5,6.6,1.12,1.47,2.2,0.027,21,-45,0.99,3.85,1.99,6.2,1,8,"2"
4,6.1,0.28,1.07,2.5,-0.449,154,218.5,0.94143,3.27,0.6,9.8,1,7,"2"
4,7.4,0.34,1.17,12.8,0.053,48.5,-273,1.01818,3.9,0.52,7.8,-1,8,"2"
2,6,-1.17,-0.17,52.7,1.252,265,128,0.9936,2.79,0.45,8.8,-1,6,"1"
0,15.4,-0.24,-0.19,-38.8,0.077,3,204,0.96315,3.16,0.79,3.9,-1,8,"0"
3,5.8,0.52,-1.22,-37.3,-0.572,-143,-218,0.97792,5.56,2.35,8.45,-1,6,"2"
3,6.4,0.79,1.15,-32.95,-0.265,56,157,0.99684,4.35,0.38,10.6,0,7,"2"
5,8.4,0.98,-0.82,-30.7,0.383,-167,127,1.00704,1.46,0.42,12.5,1,7,"0"
2,9.3,0.42,0.48,9.85,0.034,5,291,0.94537,2.58,0.29,10,-1,11,"1"
0,17.7,-0.96,0.47,4.5,-0.358,284,133,0.96284,3.24,1.1,10.6,-2,9,"0"
4,12.6,-0.01,0.95,-35.7,0.054,43,306,1.03584,1.13,0.84,12.5,-1,6,"2"
0,4,0.28,0.49,1,-0.457,25,372,0.9936,3.13,1.06,10,-2,9,"0"
0,10.2,0.67,0.39,1.9,0.131,6,348,0.9976,3.17,0.47,10,1,11,"0"
0,6.9,1.57,-0.23,2.5,0.076,18,922,0.93521,3.53,0.55,13.1,-1,8,"1"
4,6.1,-1.01,1.04,-44.8,-0.319,137,-243,0.95314,3.07,0.27,13.2,0,7,"3"
2,21.3,0.53,2.9,-1.9,-0.352,118,144,1.00723,3.36,0.51,11.8,-1,8,"2"
5,19.5,0.6,2.77,-28.3,-0.37,132,206,0.95704,2.85,-0.49,10.1,2,8,"3"
4,20.3,-0.41,0.49,-1,0.209,-127,129,0.95936,2.32,0.76,10.7,-1,13,"2"
4,6.1,0.32,0.83,10.7,0.162,305,400,1.00744,3.34,-0.4,9.5,0,7,"0"
3,6.2,-0.01,2.07,1.1,0.04,38,-185,1.00063,2.92,0.42,13.7,0,8,"2"
4,7.1,0.89,0.3,-14.2,0.04,247,90,0.99021,3.47,0.27,13.6,0,8,"2"
4,7.1,0.25,1.33,28.1,0.043,53,904,0.99524,4.54,0.28,16.5,0,7,"3"
4,6.8,-0.05,0.09,5.4,0.972,265,354,1.0302,2.41,1.05,9.4,1,8,"2"
0,8.2,1.645,1.53,-41.1,0.086,191,282,0.9946,3.17,1.36,5.9,1,9,"1"
2,14.6,-0.17,-0.01,-7.1,0.055,81,170,0.99605,2.76,-0.19,9.8,-2,8,"1"
4,5,0.35,0.25,-44,0.317,-97,116,0.99241,3.39,0.03,12,0,6,"0"
0,2.3,0.69,0.25,-36,0.288,9,-117,0.99695,3.22,-0.02,7.2,-1,10,"0"
3,-4.3,1.15,0.21,1.65,0.117,256,240,1.07586,3.11,1.84,8.5,0,8,"2"
4,6.4,0.17,0.32,46,0.048,114,200,1.0083,3.5,-0.39,16.3,0,7,"2"
3,4,0.3,0.09,5.2,0.05,30,137,0.99304,3.26,0.42,8.9,0,7,"0"
5,-1.2,0.31,1.36,5.1,0.31,-153,203,0.9897,3.14,1.97,13.4,0,6,"3"
3,5.5,-0.32,0.24,9.2,-0.106,55,473,0.95334,3.31,0.38,2.5,0,6,"1"
4,6.8,-0.26,0.28,61.6,1.162,237,136,0.99556,4.12,1.02,18.2,0,7,"3"
3,12.7,0.56,0.02,1.6,-0.419,22,102,0.9937,3.28,0.44,10.7,0,8,"1"
0,2.6,0.3,-0.89,-13.75,0.037,-477,343,0.973,2.53,1.33,12.7,1,8,"0"
3,7.1,-1.11,0.64,17,-0.186,137,109,0.98547,3.15,1.87,22.5,-2,9,"1"
3,8.9,1.89,0.3,8.1,0.026,14,71,0.97429,3.84,0.1,0.6,0,10,"3"
3,-5.7,0.28,0.14,8.6,0.101,247,302,0.99542,3.16,0.43,9.5,-1,6,"1"
3,4.9,0.22,0.38,14,0.059,-63,-504,1.02455,3.12,-2.22,10,-1,8,"0"
2,8.4,-0.79,0.77,16.5,0.129,7,77,0.9939,3.64,0.52,11.7,-1,9,"1"
3,6.5,0.3,2.26,-1.4,-0.312,61,219,0.9959,3.19,0.5,13.1,0,7,"1"
0,-1.1,0.335,0.1,1.6,-0.453,3,197,1.03646,4.61,0.65,9.55,0,9,"0"
0,9.4,0.62,0.49,-47.9,0.082,5,-91,0.9987,2.12,1.84,10.7,0,10,"1"
4,9.8,0.46,0.65,-60.2,0.05,76,-147,0.9976,3.16,0.42,8.7,1,8,"2"
5,6.5,0.36,0.38,10.2,0.192,20,82,0.99274,3.27,0.43,6.4,0,7,"4"
2,6.6,0.22,2.79,15.1,0.052,22,136,1.01444,2.94,0.35,9.4,-1,7,"3"
3,6.8,0.16,1.45,1.3,0.248,-182,98,0.99344,2.21,0.5,9.5,-1,7,"2"
2,5.3,-0.54,0.3,-23.3,0.057,17,351,0.98879,4.43,0.51,10.2,-2,8,"0"
0,14.3,0.31,-0.47,-3,-0.392,147,293,1.08505,2.86,0.46,8.4,0,15,"1"
4,5.8,0.13,1.29,12.7,0.028,24,183,0.98188,3.32,0.81,-0.5,0,6,"2"
0,8.6,1.58,1.67,3.85,0.398,260,179,0.99189,3.04,0.45,15.4,1,7,"0"
0,6.4,0.75,0.28,-48.2,0.045,-190,87,0.99175,3.58,2.09,4.7,0,7,"0"
5,7.1,0.26,-2.38,23.1,0.622,39,-306,0.98726,3.31,0.31,11.6,1,8,"3"
2,9.1,1.3,-0.54,10,0.473,36,131,0.99696,3.08,-0.67,9.5,-1,7,"0"
3,18.4,2.45,0.17,8.4,0.044,-82,198,0.99578,4.33,0.43,10.4,0,7,"0"
4,17.2,-0.31,0.28,-47.9,0.043,-136,113,0.99338,3.59,0.56,6.3,0,8,"4"
4,13.7,1.36,3.07,21.55,0.042,16,37,1.01555,4.32,0.65,9.2,1,7,"2"
0,20,-0.26,0.28,3.2,0.066,-127,114,1.00716,3.22,0.04,4.3,1,9,"0"
4,7.5,0.19,0.49,-5.1,0.047,-388,281,0.9932,3.4,-0.3,12.7,0,8,"1"
4,18.9,0.12,-1.81,-12.7,-0.104,31,135,0.9904,3.14,1.15,18.6,-1,8,"3"
3,7.4,0.16,1.56,11,-0.384,18,-144,0.9917,4.09,0.66,11.2,-1,8,"2"
4,7.1,0.45,1.64,6.85,0.044,235,415,0.98426,3.31,-0.05,22.6,0,8,"1"
0,10.8,1.505,0.98,4,-0.224,208,49,0.9965,4.31,0.98,12.8,0,9,"0"
4,6.5,-0.98,-0.5,-41.6,0.123,129,382,0.96462,2.92,-0.61,14.9,0,7,"1"
5,1,-0.81,0.52,6.3,0.199,40,186,0.97453,4.16,-1.8,9.6,2,7,"4"
4,12.5,1.41,0.04,1.6,0.225,15,-354,0.9962,3.48,-2.76,3.1,1,8,"0"
3,3.3,-0.83,-0.5,56.9,-0.114,-191,135,0.9952,2.22,0.46,15.1,1,10,"2"
5,-3.4,0.29,-1.03,-27.8,0.611,171,116,0.98983,2.99,1.38,13.5,-1,8,"2"
3,17.8,0.33,-0.46,1.2,-0.342,303,96,1.02431,3.16,0.51,11,-1,7,"2"
4,20.2,-0.49,0.31,-14.9,-0.28,-172,205,0.998,3.06,0.64,8.9,0,8,"3"
0,18.1,-0.2,1.73,2.7,0.011,-187,388,0.94811,2.55,2.53,15.5,-1,9,"0"
0,7.3,0.25,0.29,12.4,0.049,15,158,1.02449,3.09,0.72,9.6,0,8,"0"
0,12.1,1.48,0.39,39.3,0.106,-278,355,0.9986,3.85,0.59,9.2,1,12,"0"
4,6.1,0.3,-0.55,4.25,0.032,43,-108,0.9916,3.26,0.47,11.3,-1,7,"1"
5,6.6,0.28,0.79,1.7,0.555,-191,84,0.99096,3.16,0.5,12.7,0,7,"4"
4,7.4,-0.16,0.45,12.9,0.059,33,88,1.07507,2.26,0.44,8.7,-1,8,"0"
3,6.5,-0.53,0.52,7.9,-0.024,-26,192,0.99551,2.42,-1.71,4.7,-1,7,"2"
3,-2.1,-2.41,-0.75,-15.8,0.089,53,143,1.01463,3.49,0.62,10.8,-1,6,"1"
4,15.7,0.34,0.86,1.4,0.174,-4,99,0.9903,2.98,-0.52,10.6,1,8,"1"
2,6.1,0.87,1.74,9,0.169,28.5,259,0.95625,2.08,0.5,13.7,-1,7,"1"
4,19.5,1.29,1.78,8.5,-0.323,64,-163,0.9959,2.89,0.39,8.8,0,7,"3"
4,5.7,-0.9,0.22,45.15,0.562,39,110,0.99855,3.24,1.31,9,0,6,"0"
0,-3,1.09,0.36,2.1,0.061,-65,-440,0.97144,4.25,-0.31,11.4,-1,8,"0"
5,1.9,0.18,0.79,14.3,0.041,-74,27,0.95362,3.19,-0.02,9.9,1,8,"2"
1,7.3,1.65,-0.51,3.6,-0.526,28,79,0.99881,2.55,-0.67,15.4,-2,8,"0"
7,-5.2,-0.4,-0.97,13.2,0.064,-249,237,0.99018,3.25,-0.79,13,2,7,"4"
0,14.5,0.07,-0.91,8.7,0.126,-158,574,0.99711,2.82,0.57,9.4,-2,8,"0"
5,-1.1,-0.85,1.38,5.25,0.056,44,145,0.99184,3.22,0.96,14.2,1,7,"3"
3,6.7,0.24,-0.41,28.8,0.417,42,-23,0.99473,3.91,0.52,5.3,-1,7,"2"
4,8.6,0.52,1.69,-1.3,0.24,33,237,0.9975,3.26,0.44,9.3,0,8,"3"
5,11,0.5,0.26,1.6,0.029,32,101,0.99974,3.27,0.78,10,-1,7,"2"
4,7.7,-0.74,1.66,14.3,0.436,506,213,0.9991,3.7,-2.86,9.2,1,8,"1"
2,7.8,-0.01,3.05,37.35,0.035,-47,-99,0.9962,3.09,0.96,0.1,-1,8,"0"
0,5.8,1.07,1.73,23.6,0.037,-143,75,1.06381,2.15,0.34,17,-1,7,"0"
5,-2.1,0.21,0.36,65.35,0.02,-232,86,0.99146,2.69,2.39,13.4,0,7,"4"
6,13.2,-2.49,-0.01,1.4,0.074,-220,203,0.99067,0.72,-0.33,13.1,1,7,"3"
2,8.1,2.53,0.27,1.9,0.041,-203,-80,0.99535,3.17,0.43,11.1,-1,8,"3"
3,7.7,0.49,0.26,-37.5,0.062,-208,31,1.00003,3.99,0.64,5.1,0,8,"1"
3,-3.4,0.48,0.28,68.3,0.147,57,169,0.99642,3.24,2.46,9.3,0,8,"2"
3,8.6,0.485,0.29,2.1,0.026,19,439,0.9918,3.01,1.38,12.4,0,9,"2"
4,17.7,0.26,0.3,7.8,-0.183,-173,110,0.9954,4.05,0.58,4.7,0,9,"3"
0,11.6,-0.935,1.36,1.4,0.091,36,28,0.99704,3.55,0.37,5.9333333333,1,12,"0"
1,6.5,0.32,-0.38,8,-0.516,18,88,1.004,3.4,0.79,0.8,-1,7,"1"
4,0.8,0.55,0.31,5.2,-0.536,29,-264,1.01454,3.9,-1.22,4.4,-1,7,"2"
4,17.1,0.23,0.41,47.6,0.03,30,114,0.97244,4.16,0.5,11,0,8,"2"
4,7.8,0.29,1.09,56.4,0.056,154,-27,0.98988,3.75,0.54,3.4,0,8,"3"
5,7.4,0.52,-0.45,14,0.386,291,156,0.97786,3.72,0.38,11.8,0,9,"4"
0,6.4,1.12,0.49,-43.2,0.253,37,161,1.00542,3.38,0.53,9.7,0,7,"0"
3,9.8,0.43,0.34,8.3,0.037,33,216,1.02884,3.31,0.64,15.1,0,9,"0"
2,18.6,0.67,1.69,36.1,-0.666,513,733,0.99502,4.12,1.01,12.5,0,8,"2"
3,-1.2,0.18,0.3,1.4,0.292,-124,331,0.99136,3.11,-0.23,11.433333333,-1,8,"0"
0,11.7,0.41,0.31,-54.4,-0.274,107,-235,0.99824,3.38,1.22,10.1,2,8,"0"
4,-1.3,-0.12,0.26,1.1,0.26,20,248,0.99432,3.21,0.59,12.3,0,7,"1"
5,7.4,0.2,0.29,-48.5,0.047,36,291,1.01391,3.84,0.45,10.4,1,8,"2"
4,7.4,1.62,0.37,41.4,0.06,190,118,1.0474,3,0.68,15.4,1,8,"2"
3,6.4,1.74,0.57,1,0.114,107,122,0.94369,1.76,-0.17,6.6,0,7,"2"
4,7.3,0.28,-0.64,9.4,0.057,74,-146,1.00778,3.56,1.04,5.3,0,8,"3"
3,-1.6,0.2,-0.45,1.4,0.047,-482,805,1.02628,3.38,0.35,10.1,-1,8,"2"
0,7,1.175,-0.52,123.4,0.637,40,63,1.01174,4.77,-0.9,6.1,-1,8,"0"
2,2.7,0.33,1.32,134.9,0.527,16,119,0.99416,3.15,0.41,9.2,-1,7,"1"
0,-0.5,0.145,0,2,-0.131,9,22,0.99619,2.43,0.68,10.9,0,9,"0"
0,8.7,-0.12,0.19,-56.05,-0.352,6,334,0.9672,4.13,-0.93,7.3,-1,9,"0"
1,-10.9,0.21,0.28,7,-0.043,-27,135,0.9727,1.96,0.57,9.9,-2,9,"0"
3,5.7,0.23,1.89,61.8,0.038,192,-203,0.99413,3.04,0.6,5.2,-1,8,"2"
6,-1.6,0.26,0.39,3.6,0.454,45,338,1.02444,4.07,0.58,7.5,0,7,"3"
5,11,0.23,-0.11,62.4,-0.118,-97,154,0.94885,4.31,0.36,9.5,1,7,"2"
0,6,0.88,0.47,3.6,0.055,18,75,0.93405,2.19,0.66,8.4,-1,7,"0"
0,12.3,0.39,0.97,2.3,0.091,6,18,0.98537,3.16,1.73,7.9,1,13,"0"
0,7.2,0.39,0.32,1.8,0.065,269,60,0.89604,3.26,1.22,9.9,-1,8,"0"
1,-1.3,-0.94,0.69,3.1,0.041,58,160,0.9602,3.94,1.49,8.6,-2,8,"1"
4,6.9,0.22,0.49,5.8,0.041,20,-57,0.96488,3.17,0.55,5.4,0,7,"0"
0,15.9,0.24,0.56,4.3,0.044,49,351,0.97323,2.61,0.44,13.3,-1,9,"0"
6,6.6,0.23,-1.61,-14.5,0.378,195,154,0.93971,2.07,-2.33,9.2,0,7,"4"
2,9.7,-0.19,2.07,18.4,-0.1,44,395,0.998,3.91,0.44,9,-1,8,"1"
3,6.9,-0.47,1.55,1.5,-0.207,29,165,0.99594,2.52,0.43,9.4,0,8,"1"
3,6.1,0.28,0.24,19.95,0.074,-16,-141,0.99922,3.19,0.44,9.3,-1,7,"2"
0,0.3,0.23,0.35,-22.1,-0.462,-48,257,0.9912,3.91,0.48,10.8,-1,8,"0"
2,5.7,0.22,-0.65,49.55,0.044,-152,110,1.0178,3.24,0.04,9,-2,6,"2"
4,9.9,0.035,0.48,2.2,0.115,157,104,0.94791,3.24,1.83,5.5,0,7,"3"
3,-4,-1,0.01,88.6,0.046,36,64,0.99093,4.28,1.57,11.3,0,6,"2"
0,1.5,0.585,0.2,64.9,0.417,9,312,1.01688,3.2,0.51,8.8,0,7,"0"
4,5.5,-0.83,0.3,7.8,0.049,-115,468,1.03094,4.04,0.58,13.4,0,9,"0"
4,7.3,1.7,-0.8,7.35,0.025,51,593,0.98562,4.17,1.15,18.2,0,8,"3"
3,12.9,0.64,1.05,-6.8,0.045,408,-217,1,2.61,-1.01,4.5,-1,7,"1"
4,-2,0.21,1.51,2.2,-0.349,-135,-274,0.9862,3.2,0.57,10,-1,8,"3"
0,10.3,0.32,0.68,60.7,0.543,-243,-823,0.9976,3.23,-0.63,12.6,1,11,"0"
2,6.1,-0.65,0.69,16.7,0.039,389,179,0.99985,3.58,0.45,4.4,-1,7,"0"
3,-2.5,2.72,0.25,71.4,0.048,229,466,1.09023,2.28,-0.7,9.7,0,7,"1"
0,8.6,0.27,0.36,7,0.036,45,164,0.9939,3.03,0.33,11,-1,8,"1"
2,6.4,0.35,0.51,7.8,-0.195,-210,419,1.00441,3.12,0.45,6.9,-1,7,"1"
2,7,-0.52,0.42,-28.2,0.062,151,125,0.94587,3.04,2.01,9.2,-1,8,"0"
0,7,0.19,-1.4,43.2,0.123,10,104,1.0215,0.54,0.54,9.4,1,7,"0"
0,6.9,1.37,1.12,12.2,0.04,-138,-287,1.04444,3.09,2.32,8.7,-1,7,"0"
3,7.2,0.37,-0.77,37.9,0.032,-119,214,0.9963,2.63,0.26,9.8,-1,8,"0"
7,7,0.36,0.32,12,0.036,44,92,0.93862,3.2,0.75,13.3,2,7,"4"
4,-0.4,0.37,-1.55,1.8,0.755,-29,89,1.0307,3.43,1.29,14.25,0,7,"2"
0,16.2,-1.11,3.38,1.9,0.064,250,-183,0.99604,4.29,0.87,13.1,-1,9,"0"
4,6.8,0.27,0.3,57.3,0.909,69,156,0.97944,3.16,1.68,9.6,0,7,"1"
3,19.2,0.04,0.03,-0.5,0.248,89,99,0.96797,3.35,0.83,12.6,0,8,"1"
6,10.4,0.85,0.44,33.8,-0.378,45,68,0.98124,3.34,-0.75,10,2,8,"3"
