"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY"
"1",1157.8242217,0,49,0,13,55447,"No",0,"No","Female","<High School","Blue Collar",5,"Private",13650,17,"SUV","No",7062,3,"Yes",0,1,"Urban"
"1",4271.3985486,0,43,0,11,49021,"No",177127,"No","Male","High School","Professional",49,"Commercial",10700,1,"Pickup","No",0,0,"No",2,1,"Urban"
"0",0,0,48,0,0,0,"No",137446,"No","Female","Bachelors","Home Maker",51,"Private",17630,1,"SUV","No",35519,1,"No",7,11,"Urban"
"0",0,0,52,0,10,46183,"No",188378,"Yes","Male","PhD","Home Maker",5,"Private",11320,1,"Pickup","No",0,0,"Yes",0,18,"Urban"
"1",4386,0,43,0,13,26913,"No",156085,"Yes","Female","Masters","Manager",5,"Private",4190,7,"SUV","No",0,0,"No",2,14,"Urban"
"1",6835,0,52,0,10,25709,"No",128190,"No","Male","High School","Clerical",22,"Commercial",10680,4,"Pickup","Yes",28621,1,"No",1,1,"Urban"
"0",0,0,45,0,12,103249,"No",329348,"No","Male","Masters","Professional",6,"Commercial",23140,4,"Panel Truck","Yes",0,0,"Yes",0,13,"Urban"
"0",0,0,54,0,13,62060,"No",244889,"Yes","Male","High School","Professional",51,"Private",1500,6,"Minivan","No",0,0,"Yes",3,1,"Urban"
"1",1307,0,58,0,15,91051,"No",329168,"Yes","Male","Bachelors","Professional",31,"Commercial",31570,4,"Panel Truck","Yes",0,0,"Yes",1,1,"Rural"
"0",0,0,46,0,12,23783,"No",0,"No","Female","High School","Clerical",40,"Private",11010,1,"SUV","No",0,0,"No",0,8,"Rural"
"0",0,0,44,0,11,36570,"No",150122,"No","Male","High School","Blue Collar",9,"Commercial",9560,13,"Pickup","Yes",29233,2,"Yes",5,10,"Urban"
"0",0,0,50,0,13,175098,"No",499296,"Yes","Female","PhD","Doctor",44,"Commercial",34250,7,"Pickup","No",0,0,"Yes",3,4,"Urban"
"0",0,0,32,0,9,53194,"No",0,"No","Female","Masters","Lawyer",32,"Private",19660,10,"SUV","No",8085,2,"Yes",0,13,"Urban"
"0",0,0,40,0,9,76668,"No",268878,"No","Male","Bachelors","Manager",46,"Private",13970,1,"Minivan","No",0,0,"Yes",0,1,"Urban"
"0",0,0,40,0,11,164807,"No",0,"No","Male","PhD","Doctor",22,"Private",5500,1,"Pickup","Yes",0,0,"Yes",0,17,"Urban"
"1",3118,0,46,0,13,120401,"No",348157,"Yes","Male","Bachelors","Blue Collar",29,"Commercial",23370,6,"Panel Truck","Yes",35980,2,"Yes",2,10,"Urban"
"0",0,0,45,0,10,62552,"No",208227,"Yes","Female","Bachelors","Clerical",34,"Private",29080,4,"Sports Car","No",2631,3,"Yes",4,5,"Urban"
"0",0,0,40,1,4,22143,"No",155912,"Yes","Male","High School","Clerical",37,"Private",1500,6,"Minivan","No",0,0,"Yes",0,11,"Urban"
"0",0,0,43,0,7,89955,"No",309466,"Yes","Female","PhD","Lawyer",43,"Private",26740,1,"Minivan","No",0,0,"Yes",0,1,"Urban"
"0",0,0,38,0,9,141365,"No",365297,"No","Male","Bachelors","Professional",43,"Commercial",31140,6,"Panel Truck","Yes",10976,2,"Yes",0,10,"Urban"
"0",0,0,62,0,12,11668,"No",0,"No","Male","Bachelors","Student",47,"Private",8870,7,"SUV","No",0,0,"Yes",0,3,"Rural"
"0",0,0,46,0,9,107006,"No",342272,"Yes","Male","Masters","Manager",7,"Private",6100,1,"Minivan","Yes",0,0,"Yes",0,15,"Urban"
"0",0,0,64,3,13,50166,"No",234582,"Yes","Male","Masters","Manager",42,"Private",13450,1,"SUV","Yes",0,0,"Yes",0,10,"Urban"
"0",0,0,52,0,14,135116,"No",335050,"Yes","Male","PhD","Manager",28,"Private",17530,1,"Minivan","No",0,0,"No",1,13,"Urban"
"0",0,0,48,0,12,37018,"No",140348,"Yes","Female","Bachelors","Blue Collar",34,"Private",11020,1,"SUV","No",8727,1,"Yes",5,10,"Urban"
"0",0,0,32,3,12,77949,"No",222584,"Yes","Male","Bachelors","Blue Collar",29,"Private",12180,6,"Pickup","Yes",0,0,"Yes",1,11,"Urban"
"0",0,0,46,0,3,16717,"No",0,"No","Male","Bachelors","Student",45,"Private",15520,10,"Minivan","Yes",0,0,"Yes",0,11,"Urban"
"0",0,0,54,0,3,27546,"No",181137,"Yes","Male","High School","Clerical",5,"Private",15730,3,"Minivan","Yes",0,0,"Yes",3,5,"Urban"
"0",0,0,65,0,15,64980,"No",240241,"Yes","Male","Masters","Professional",20,"Private",10950,1,"Sports Car","Yes",5914,3,"Yes",4,19,"Urban"
"1",4667,0,50,0,10,70135,"No",0,"No","Male","Masters","Manager",5,"Private",13510,1,"Minivan","Yes",0,0,"Yes",0,13,"Urban"
"0",0,0,35,0,8,30782,"No",0,"No","Male","High School","Professional",40,"Private",8840,4,"Pickup","Yes",0,0,"No",0,12,"Urban"
"0",0,0,33,1,6,28182,"No",122763,"Yes","Female","High School","Manager",40,"Private",7840,6,"SUV","No",0,0,"Yes",4,1,"Urban"
"0",0,0,28,1,7,31745,"No",140248,"Yes","Female","High School","Blue Collar",20,"Commercial",18170,1,"Minivan","No",8380,2,"Yes",4,1,"Urban"
"1",3646.3991284,0,60,0,13,55260,"No",187662,"Yes","Female","High School","Professional",36,"Private",16450,1,"SUV","No",1064,2,"Yes",2,3,"Urban"
"0",0,0,53,0,12,106830,"No",0,"No","Male","Bachelors","Manager",28,"Private",17480,13,"Minivan","Yes",0,0,"Yes",0,7,"Urban"
"0",0,0,52,0,13,101282,"No",286479,"Yes","Female","Masters","Manager",28,"Private",10160,11,"SUV","No",0,0,"Yes",0,13,"Urban"
"0",0,0,44,2,14,35276,"No",131158,"Yes","Female","High School","Clerical",5,"Private",17810,1,"Minivan","No",0,0,"Yes",0,8,"Urban"
"1",6603,0,53,0,11,32956,"No",202231,"Yes","Female","High School","Home Maker",57,"Commercial",18150,1,"SUV","No",0,0,"Yes",5,1,"Urban"
"0",0,0,50,0,11,46191,"No",0,"No","Female","Masters","Manager",15,"Private",11120,7,"SUV","No",4292,2,"Yes",2,14,"Urban"
"0",0,0,44,0,12,124219,"No",311476,"Yes","Male","PhD","Doctor",29,"Commercial",23490,4,"Panel Truck","Yes",0,0,"Yes",0,23,"Urban"
"0",0,0,41,2,0,0,"Yes",87925,"No","Female","<High School","Student",50,"Private",6200,13,"Sports Car","No",0,0,"Yes",0,5,"Rural"
"0",0,0,37,0,16,43290,"No",158771,"Yes","Female","Bachelors","Blue Collar",29,"Private",23640,1,"SUV","No",0,0,"Yes",0,10,"Urban"
"0",0,0,49,0,13,105664,"No",373031,"Yes","Female","PhD","Doctor",26,"Private",7430,6,"SUV","No",0,0,"No",0,16,"Urban"
"1",686,1,37,1,14,66175,"Yes",214792,"No","Female","<High School","Blue Collar",51,"Private",13240,15,"SUV","No",0,0,"Yes",4,1,"Urban"
"0",0,0,28,2,11,4087,"Yes",0,"No","Female","<High School","Student",26,"Private",6350,9,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,38,1,12,15216,"Yes",134163,"No","Male","Bachelors","Home Maker",10,"Commercial",8650,1,"Pickup","Yes",0,0,"Yes",0,8,"Rural"
"0",0,0,45,0,12,84028,"No",223747,"No","Male","Masters","Blue Collar",50,"Commercial",23280,6,"Panel Truck","Yes",1749,1,"Yes",5,17,"Urban"
"1",2705,0,33,4,0,0,"Yes",0,"No","Male","High School","Student",14,"Commercial",12470,1,"Minivan","Yes",10794,2,"No",4,5,"Urban"
"0",0,0,43,0,15,70255,"No",208574,"Yes","Male","High School","Clerical",38,"Commercial",31560,12,"Panel Truck","Yes",0,0,"Yes",0,1,"Rural"
"0",0,0,48,0,13,7379,"No",97939,"Yes","Female","High School","Home Maker",28,"Private",8940,1,"Sports Car","No",39397,2,"No",5,1,"Urban"
"1",4312,0,52,0,10,43539,"No",200883,"Yes","Female","Masters","Lawyer",43,"Private",13290,10,"SUV","No",9667,1,"Yes",7,16,"Urban"
"1",7345,0,40,0,11,30069,"No",168683,"Yes","Female","High School","Clerical",41,"Private",9460,1,"Sports Car","No",0,0,"No",1,1,"Urban"
"0",0,0,38,2,15,136334,"Yes",340085,"No","Female","Bachelors","Manager",23,"Private",21130,13,"Minivan","No",0,0,"Yes",0,12,"Urban"
"0",0,0,35,0,10,367,"No",0,"Yes","Male","<High School","Student",25,"Private",7360,6,"Pickup","No",0,0,"Yes",0,1,"Urban"
"0",0,0,34,1,12,121279,"No",325518,"Yes","Female","Bachelors","Blue Collar",35,"Private",10960,1,"SUV","No",0,0,"No",4,15,"Urban"
"1",2316,0,42,0,13,28341,"No",124838,"Yes","Male","<High School","Clerical",45,"Commercial",8530,4,"Pickup","Yes",3710,3,"Yes",7,1,"Urban"
"1",959.71469386,0,34,1,0,0,"No",0,"Yes","Female","High School","Student",17,"Commercial",4900,1,"SUV","No",0,0,"Yes",3,9,"Urban"
"0",0,0,46,0,12,49657,"No",139287,"Yes","Female","Bachelors","Home Maker",38,"Private",13420,1,"SUV","No",12775,1,"Yes",4,8,"Urban"
"0",0,0,34,1,11,35136,"No",121175,"Yes","Male","High School","Clerical",9,"Private",15330,10,"Minivan","Yes",0,0,"Yes",1,1,"Urban"
"0",0,0,38,0,7,46947,"No",150812,"Yes","Female","Bachelors","Home Maker",13,"Private",13990,1,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,55,0,0,0,"No",135832,"Yes","Female","High School","Student",5,"Private",22040,10,"Pickup","No",3707,2,"Yes",0,1,"Urban"
"0",0,1,41,1,0,0,"No",132571,"Yes","Female","Masters","Home Maker",21,"Private",5600,16,"Sports Car","No",4263,3,"Yes",0,17,"Urban"
"1",7234,1,37,1,11,23048,"No",132852,"Yes","Female","High School","Blue Collar",13,"Commercial",21780,1,"Pickup","No",0,0,"Yes",3,9,"Urban"
"0",0,0,57,0,14,89632,"No",276816,"Yes","Female","High School","Blue Collar",17,"Commercial",28350,4,"Minivan","No",0,0,"Yes",0,6,"Rural"
"0",0,0,53,0,13,26429,"No",163090,"Yes","Female","<High School","Blue Collar",42,"Private",9440,1,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,26,2,12,9828,"Yes",0,"No","Female","High School","Home Maker",46,"Private",5080,3,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,43,0,13,120386,"No",280919,"Yes","Female","High School","Manager",25,"Private",17840,14,"SUV","No",0,0,"Yes",4,8,"Urban"
"0",0,0,47,0,8,36234,"No",151414,"Yes","Female","Bachelors","Manager",31,"Commercial",30870,4,"Sports Car","No",0,0,"Yes",3,5,"Urban"
"0",0,0,56,0,14,94712,"No",271338,"No","Male","Masters","Lawyer",12,"Commercial",21950,10,"Van","Yes",0,0,"Yes",0,12,"Urban"
"0",0,0,40,0,8,86091,"No",0,"No","Male","High School","Blue Collar",30,"Commercial",14110,10,"Minivan","No",0,0,"Yes",3,1,"Urban"
"1",6023,0,27,4,15,31168,"No",122298,"Yes","Female","High School","Blue Collar",58,"Commercial",7320,1,"Minivan","No",7582,2,"Yes",1,7,"Urban"
"0",0,0,47,0,14,14206,"No",89120,"Yes","Male","Masters","Lawyer",18,"Private",15070,6,"Minivan","No",0,0,"Yes",0,12,"Urban"
"0",0,0,48,0,6,32424,"No",168411,"Yes","Male","High School","Clerical",37,"Private",13710,6,"Minivan","Yes",0,0,"Yes",0,1,"Urban"
"0",0,0,60,0,15,40092,"No",188729,"Yes","Female","Bachelors","Professional",9,"Private",11510,4,"SUV","No",6196,2,"Yes",0,10,"Urban"
"0",0,0,26,0,0,0,"No",51796,"No","Female","<High School","Home Maker",22,"Private",1500,4,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,46,0,8,45484,"No",162243,"Yes","Female","High School","Blue Collar",17,"Commercial",10990,4,"SUV","No",0,0,"Yes",0,9,"Urban"
"0",0,0,42,0,14,120315,"No",0,"No","Male","PhD","Doctor",61,"Private",6760,1,"Pickup","Yes",9609,3,"Yes",0,10,"Urban"
"0",0,0,53,0,13,36755,"No",0,"No","Female","Masters","Lawyer",49,"Private",10480,16,"SUV","No",44990,1,"Yes",1,15,"Urban"
"0",0,0,53,0,14,69297,"No",211553,"Yes","Male","High School","Professional",41,"Private",10340,1,"Pickup","Yes",0,0,"Yes",0,1,"Rural"
"0",0,1,41,2,0,0,"No",0,"Yes","Female","<High School","Student",22,"Commercial",9260,3,"SUV","No",0,0,"Yes",3,1,"Urban"
"0",0,0,35,0,9,141632,"No",0,"No","Male","Masters","Professional",36,"Private",2950,6,"Minivan","Yes",0,0,"No",0,17,"Urban"
"0",0,0,49,0,0,0,"No",85478,"Yes","Male","High School","Home Maker",36,"Private",19260,1,"Minivan","Yes",3444,1,"Yes",1,1,"Urban"
"0",0,0,51,1,12,106036,"No",301485,"Yes","Female","Masters","Professional",37,"Private",12100,6,"SUV","No",0,0,"Yes",0,19,"Urban"
"0",0,0,53,0,16,59270,"No",189686,"Yes","Male","High School","Clerical",16,"Private",6800,1,"Minivan","No",0,0,"Yes",1,9,"Rural"
"0",0,0,56,3,13,40506,"Yes",210796,"No","Male","High School","Blue Collar",46,"Commercial",25140,6,"Panel Truck","Yes",0,0,"Yes",3,8,"Rural"
"1",1463,1,43,2,0,0,"No",94377,"Yes","Female","High School","Home Maker",47,"Private",11190,4,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,44,0,14,98369,"No",210725,"No","Female","High School","Manager",15,"Commercial",34270,10,"Pickup","No",0,0,"Yes",2,1,"Urban"
"1",4477,0,50,0,13,42226,"No",211402,"Yes","Female","High School","Blue Collar",61,"Commercial",6500,9,"Sports Car","No",43963,2,"No",0,1,"Urban"
"0",0,0,52,0,12,97336,"No",0,"No","Male","Bachelors","Professional",22,"Commercial",18660,4,"Van","Yes",0,0,"Yes",0,10,"Urban"
"1",1856,0,45,2,13,21335,"Yes",0,"No","Female","<High School","Clerical",21,"Private",8130,3,"SUV","No",7852,1,"Yes",10,1,"Urban"
"1",3288,0,62,0,16,103109,"No",344523,"Yes","Male","Masters","Lawyer",41,"Private",11810,1,"SUV","Yes",0,0,"Yes",0,15,"Urban"
"0",0,0,46,0,11,56460,"No",199879,"Yes","Female","Bachelors","Manager",5,"Commercial",24120,6,"Pickup","No",7688,4,"Yes",3,7,"Urban"
"0",0,0,55,0,13,9619,"No",126015,"Yes","Female","PhD","Doctor",20,"Private",7960,1,"SUV","No",0,0,"Yes",2,15,"Urban"
"0",0,0,48,0,13,156918,"No",432118,"Yes","Female","PhD","Manager",41,"Private",21990,7,"Minivan","No",0,0,"Yes",0,14,"Urban"
"1",1589,0,37,0,12,11303,"No",0,"No","Male","<High School","Clerical",40,"Private",6330,4,"Pickup","No",37871,1,"No",0,1,"Urban"
"1",77907.430277,0,32,2,0,0,"No",0,"Yes","Male","<High School","Student",5,"Commercial",17700,13,"Minivan","No",4211,2,"Yes",0,6,"Urban"
"0",0,0,50,0,12,131876,"No",370511,"Yes","Female","High School","Blue Collar",67,"Commercial",24710,4,"Sports Car","No",0,0,"Yes",0,8,"Rural"
"0",0,0,46,0,10,85479,"No",260410,"Yes","Male","High School","Blue Collar",54,"Commercial",10810,1,"Pickup","Yes",0,0,"No",1,1,"Urban"
"0",0,1,42,2,15,22155,"No",127123,"Yes","Male","Masters","Lawyer",30,"Private",3720,1,"Minivan","Yes",0,0,"Yes",1,15,"Urban"
"0",0,0,39,0,10,198320,"No",494094,"Yes","Male","High School","Blue Collar",20,"Private",38910,6,"Minivan","Yes",0,0,"Yes",1,1,"Urban"
"1",2986,0,53,0,0,0,"No",74945,"Yes","Female","High School","Home Maker",56,"Private",1500,4,"SUV","No",0,0,"Yes",0,1,"Urban"
"0",0,0,61,0,11,67813,"No",249997,"Yes","Female","Bachelors","Professional",51,"Private",21190,6,"Sports Car","No",0,0,"Yes",0,6,"Rural"
"0",0,0,46,0,11,71667,"No",0,"No","Female","Bachelors","Professional",53,"Commercial",31500,10,"Van","No",0,0,"Yes",0,12,"Urban"
"0",0,0,33,3,13,34200,"Yes",0,"No","Male","High School","Manager",14,"Commercial",6610,4,"Pickup","No",4502,1,"Yes",6,1,"Urban"
"1",1348,2,44,2,14,6038,"No",74078,"Yes","Female","High School","Home Maker",25,"Private",6420,1,"SUV","No",12003,2,"Yes",0,1,"Urban"
"1",4890,0,50,0,10,52956,"No",180951,"No","Female","Bachelors","Blue Collar",35,"Commercial",8370,11,"SUV","No",2988,1,"Yes",5,12,"Urban"
"0",0,0,35,2,10,49299,"No",162024,"Yes","Male","High School","Blue Collar",54,"Private",9210,10,"Pickup","No",0,0,"Yes",0,7,"Urban"
"0",0,0,34,1,14,0,"No",0,"Yes","Female","Bachelors","Student",54,"Commercial",5720,4,"SUV","No",4005,1,"Yes",0,11,"Urban"
"0",0,0,37,0,13,111152,"No",286594,"Yes","Male","Bachelors","Blue Collar",39,"Commercial",15410,4,"Minivan","No",10590,4,"Yes",0,9,"Urban"
"0",0,0,50,0,13,172109,"No",439996,"Yes","Female","PhD","Home Maker",50,"Private",23710,3,"Pickup","No",7348,2,"Yes",0,9,"Urban"
"0",0,0,42,0,7,64735,"No",0,"No","Male","Bachelors","Blue Collar",23,"Commercial",15320,1,"Minivan","Yes",0,0,"Yes",0,10,"Urban"
"0",0,0,48,0,12,27700,"No",117400,"Yes","Female","High School","Clerical",35,"Private",15070,7,"SUV","No",34237,1,"Yes",0,7,"Urban"
"1",8199,0,25,1,11,3355,"Yes",0,"No","Male","Bachelors","Student",27,"Commercial",10060,4,"Pickup","Yes",0,0,"Yes",0,5,"Urban"
"0",0,0,50,0,12,14600,"No",117538,"Yes","Female","High School","Home Maker",75,"Private",17360,1,"Minivan","No",0,0,"Yes",2,1,"Rural"
"1",4618,0,35,2,14,34235,"No",139521,"Yes","Male","High School","Clerical",52,"Private",8420,3,"Pickup","No",0,0,"No",2,6,"Urban"
"0",0,0,51,0,11,61666,"No",198755,"Yes","Female","Bachelors","Manager",34,"Private",20910,1,"Pickup","No",10147,1,"Yes",4,11,"Urban"
"0",0,0,52,0,12,78609,"No",281358,"No","Male","Bachelors","Professional",37,"Private",17520,4,"Van","Yes",0,0,"Yes",0,11,"Rural"
"0",0,0,51,0,15,142521,"No",353218,"Yes","Female","Bachelors","Manager",36,"Private",22440,1,"Minivan","No",0,0,"Yes",0,11,"Urban"
"1",1132.6339053,0,48,0,12,49551,"No",218904,"Yes","Female","Bachelors","Professional",24,"Private",6300,1,"SUV","No",6130,1,"Yes",2,5,"Urban"
"0",0,0,34,1,13,69318,"No",238256,"Yes","Female","Bachelors","Blue Collar",36,"Private",17700,11,"SUV","No",0,0,"Yes",0,5,"Urban"
"0",0,0,57,0,10,162165,"No",437750,"No","Male","PhD","Doctor",33,"Private",13820,6,"Minivan","Yes",0,0,"Yes",0,20,"Urban"
"0",0,0,54,0,0,0,"No",0,"No","Female","High School","Home Maker",47,"Private",14530,1,"Sports Car","No",0,0,"Yes",4,1,"Rural"
"0",0,0,35,2,15,45893,"No",89889,"Yes","Female","<High School","Blue Collar",46,"Private",9590,1,"SUV","No",0,0,"Yes",0,5,"Rural"
"0",0,0,40,0,10,8519,"No",0,"No","Male","<High School","Clerical",37,"Private",14760,1,"Minivan","Yes",0,0,"Yes",1,1,"Urban"
"0",0,0,52,0,12,64306,"No",264584,"Yes","Male","Bachelors","Blue Collar",30,"Commercial",21000,1,"Van","No",0,0,"Yes",0,9,"Rural"
"0",0,0,39,0,11,59995,"No",0,"No","Male","High School","Clerical",38,"Private",5400,10,"Pickup","Yes",0,0,"Yes",2,6,"Rural"
"0",0,0,45,2,6,131148,"Yes",0,"No","Male","Bachelors","Professional",19,"Private",28400,7,"Minivan","No",0,0,"Yes",0,8,"Urban"
"0",0,0,37,0,9,101863,"No",291191,"No","Male","Bachelors","Professional",43,"Commercial",25850,4,"Panel Truck","Yes",0,0,"Yes",0,5,"Urban"
"0",0,0,46,0,12,160642,"No",406906,"Yes","Female","PhD","Professional",25,"Commercial",22160,1,"Pickup","No",30575,1,"Yes",6,24,"Urban"
"1",5120,0,46,0,10,42621,"No",0,"No","Female","High School","Clerical",45,"Private",10360,4,"SUV","No",7333,1,"No",0,1,"Urban"
"0",0,0,47,0,7,28598,"No",102214,"No","Male","High School","Clerical",46,"Commercial",9060,1,"Pickup","Yes",0,0,"Yes",0,7,"Rural"
"0",0,0,59,0,14,107938,"No",298176,"Yes","Female","Bachelors","Professional",22,"Private",18550,6,"SUV","No",0,0,"Yes",0,4,"Urban"
"0",0,0,46,0,12,49917,"No",182126,"Yes","Female","<High School","Blue Collar",36,"Private",18980,14,"SUV","No",0,0,"Yes",1,8,"Urban"
"0",0,0,37,0,1,42878,"No",158179,"Yes","Male","Bachelors","Blue Collar",54,"Commercial",11480,1,"Pickup","No",6870,1,"Yes",4,10,"Urban"
"0",0,0,48,0,11,79916,"No",242391,"Yes","Male","Masters","Lawyer",60,"Commercial",17990,10,"Van","No",0,0,"Yes",0,15,"Rural"
"0",0,0,27,1,10,60214,"No",174522,"Yes","Female","Masters","Professional",20,"Private",13330,1,"SUV","No",0,0,"Yes",1,10,"Rural"
"0",0,1,44,2,12,79076,"No",231176,"Yes","Female","Masters","Home Maker",26,"Private",16150,6,"Minivan","No",0,0,"Yes",0,14,"Urban"
"0",0,0,44,0,2,26965,"No",201108,"Yes","Male","<High School","Clerical",22,"Private",10960,1,"Pickup","Yes",10494,1,"Yes",4,1,"Urban"
"0",0,0,55,0,12,55673,"No",245678,"Yes","Female","Bachelors","Blue Collar",43,"Commercial",27400,14,"Van","No",0,0,"Yes",0,13,"Urban"
"1",4289,0,47,0,10,57607,"No",0,"No","Male","<High School","Blue Collar",24,"Commercial",12970,10,"Minivan","Yes",8917,1,"No",5,1,"Rural"
"0",0,0,51,0,15,76443,"No",257889,"Yes","Female","Masters","Lawyer",7,"Private",25450,6,"SUV","No",5958,2,"Yes",5,1,"Urban"
"1",5190,0,39,1,0,0,"Yes",0,"No","Female","Bachelors","Student",31,"Commercial",5400,3,"Sports Car","No",0,0,"Yes",1,10,"Urban"
"0",0,0,43,2,13,27684,"No",121310,"Yes","Male","Masters","Lawyer",11,"Private",13250,10,"Minivan","Yes",0,0,"Yes",0,10,"Urban"
"0",0,0,39,2,13,15098,"No",140954,"Yes","Female","<High School","Blue Collar",32,"Private",5400,6,"SUV","No",0,0,"Yes",1,1,"Rural"
"1",2707,0,51,0,12,282292,"No",467883,"No","Female","Bachelors","Professional",29,"Commercial",44590,1,"Panel Truck","No",8331,2,"Yes",5,9,"Urban"
"1",3036,0,46,0,11,68126,"No",214584,"Yes","Female","Bachelors","Professional",52,"Private",12910,1,"SUV","No",0,0,"No",3,6,"Urban"
"0",0,0,50,0,12,29296,"No",173233,"Yes","Female","<High School","Blue Collar",34,"Private",26950,7,"Van","No",805,4,"Yes",4,1,"Urban"
"0",0,1,45,1,13,75527,"Yes",0,"No","Female","Bachelors","Blue Collar",31,"Private",11240,7,"SUV","No",2611,2,"Yes",1,5,"Urban"
"0",0,0,29,1,11,51122,"No",201650,"Yes","Female","Bachelors","Blue Collar",40,"Commercial",10470,1,"SUV","No",19030,3,"No",9,9,"Urban"
"0",0,0,55,0,15,124833,"No",400395,"Yes","Male","Masters","Lawyer",40,"Private",37360,1,"Minivan","Yes",0,0,"Yes",0,19,"Urban"
"0",0,0,36,0,0,0,"No",0,"Yes","Male","Bachelors","Home Maker",35,"Private",1500,4,"SUV","No",0,0,"Yes",0,12,"Urban"
"0",0,0,43,0,9,77488,"No",223714,"Yes","Female","Bachelors","Blue Collar",33,"Commercial",27000,6,"SUV","No",954,3,"Yes",5,12,"Urban"
"0",0,0,51,0,11,142545,"No",398369,"Yes","Female","Masters","Professional",28,"Private",43560,13,"SUV","No",0,0,"Yes",0,11,"Rural"
"0",0,0,51,0,12,25953,"No",148167,"No","Male","High School","Clerical",45,"Private",13730,4,"Minivan","No",3053,1,"Yes",4,1,"Urban"
"1",5571,1,36,4,13,31259,"No",145148,"Yes","Male","<High School","Blue Collar",32,"Commercial",21510,14,"Van","No",3719,1,"Yes",0,8,"Urban"
"0",0,0,52,0,13,42018,"No",163285,"No","Male","<High School","Blue Collar",28,"Private",10430,6,"Pickup","Yes",0,0,"Yes",0,1,"Rural"
"0",0,0,41,0,10,130607,"No",319354,"Yes","Female","Masters","Lawyer",31,"Private",5600,10,"SUV","No",0,0,"Yes",3,21,"Urban"
"1",2793,0,49,0,11,214189,"No",0,"No","Male","PhD","Doctor",17,"Commercial",18350,3,"Van","Yes",4004,1,"Yes",0,12,"Urban"
"0",0,0,51,0,13,32159,"No",195096,"No","Female","<High School","Blue Collar",46,"Private",2600,6,"SUV","No",0,0,"No",2,6,"Rural"
"0",0,0,46,0,13,66067,"No",194092,"Yes","Female","Bachelors","Professional",35,"Private",9660,1,"Minivan","No",53568,2,"Yes",0,10,"Urban"
"0",0,0,44,0,12,151991,"No",409512,"No","Female","PhD","Doctor",25,"Private",25770,4,"SUV","No",0,0,"Yes",2,6,"Urban"
"1",4847,0,42,0,11,73762,"No",262869,"Yes","Female","High School","Blue Collar",53,"Commercial",27210,7,"SUV","No",1372,2,"Yes",4,1,"Urban"
"1",1496,1,44,2,8,42408,"Yes",0,"No","Male","Bachelors","Professional",43,"Private",10700,3,"Minivan","Yes",0,0,"No",3,9,"Urban"
"0",0,0,52,0,6,86498,"No",287091,"Yes","Female","Bachelors","Professional",49,"Commercial",17360,1,"Pickup","No",0,0,"Yes",2,14,"Urban"
"0",0,0,67,0,14,40863,"No",0,"No","Male","Bachelors","Professional",38,"Private",26310,4,"Minivan","Yes",0,0,"Yes",0,6,"Urban"
"0",0,0,32,2,10,40536,"No",96634,"Yes","Male","PhD","Home Maker",42,"Private",8750,17,"Minivan","Yes",5267,1,"Yes",6,11,"Urban"
"0",0,1,41,2,10,32057,"No",166326,"Yes","Female","High School","Clerical",20,"Private",8810,1,"SUV","No",0,0,"Yes",0,1,"Rural"
"0",0,0,40,0,12,37076,"No",0,"No","Female","<High School","Home Maker",42,"Private",9530,3,"SUV","No",0,0,"Yes",1,1,"Rural"
"1",4907,1,40,1,12,159889,"No",412774,"Yes","Female","PhD","Doctor",10,"Private",24870,4,"Sports Car","No",7343,4,"Yes",3,13,"Urban"
"0",0,0,58,0,9,38435,"No",156981,"Yes","Female","High School","Clerical",17,"Private",7960,4,"SUV","No",4351,3,"Yes",1,1,"Urban"
"0",0,0,49,0,14,95156,"No",278953,"Yes","Male","Masters","Professional",70,"Commercial",9720,6,"Pickup","No",5645,3,"Yes",0,15,"Urban"
"0",0,0,51,0,12,103029,"No",0,"No","Male","Masters","Lawyer",37,"Private",16900,5,"Van","No",37667,2,"No",1,13,"Urban"
"0",0,0,36,0,9,64677,"No",0,"No","Female","Masters","Lawyer",43,"Private",11570,6,"SUV","No",8190,2,"Yes",5,23,"Urban"
"0",0,0,50,0,10,16625,"No",0,"No","Male","<High School","Student",49,"Commercial",6500,7,"Pickup","Yes",0,0,"Yes",4,1,"Rural"
"0",0,0,40,0,14,42420,"No",192942,"Yes","Female","<High School","Clerical",20,"Commercial",25200,6,"Pickup","No",0,0,"Yes",0,6,"Urban"
"0",0,0,29,0,10,79059,"No",240683,"Yes","Female","Masters","Manager",37,"Private",14460,10,"SUV","No",5903,3,"Yes",0,8,"Urban"
"0",0,0,28,1,12,64854,"No",205489,"Yes","Female","Bachelors","Blue Collar",46,"Private",25980,1,"Minivan","No",0,0,"Yes",0,11,"Rural"
