"TARGET_FLAG","TARGET_AMT","KIDSDRIV","AGE","HOMEKIDS","YOJ","PARENT1","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","INCOME_THOU","HOME_VAL_THOU"
"1",2793,0,49,0,11,"0","0","Male","PhD","Doctor",17,"Commercial",18350,3,"Van","1",4004,1,"0",0,12,"1",214.189,0
"0",0,0,51,0,13,"0","0","Female","<High School","Blue Collar",46,"Private",2600,6,"SUV","0",0,0,"1",2,6,"0",32.159,195.096
"0",0,0,46,0,13,"0","1","Female","Bachelors","Professional",35,"Private",9660,1,"Minivan","0",53568,2,"0",0,10,"1",66.067,194.092
"0",0,0,44,0,12,"0","0","Female","PhD","Doctor",25,"Private",25770,4,"SUV","0",0,0,"0",2,6,"1",151.991,409.512
"1",4847,0,42,0,11,"0","1","Female","High School","Blue Collar",53,"Commercial",27210,7,"SUV","0",1372,2,"0",4,1,"1",73.762,262.869
"1",1496,1,44,2,8,"1","0","Male","Bachelors","Professional",43,"Private",10700,3,"Minivan","1",0,0,"1",3,9,"1",42.408,176.935
"0",0,0,52,0,6,"0","1","Female","Bachelors","Professional",49,"Commercial",17360,1,"Pickup","0",0,0,"0",2,14,"1",86.498,287.091
"0",0,0,67,0,14,"0","0","Male","Bachelors","Professional",38,"Private",26310,4,"Minivan","1",0,0,"0",0,6,"1",40.863,0
"0",0,0,32,2,10,"0","1","Male","PhD","Manager",42,"Private",8750,17,"Minivan","1",5267,1,"0",6,11,"1",40.536,96.634
"0",0,1,41,2,10,"0","1","Female","High School","Clerical",20,"Private",8810,1,"SUV","0",0,0,"0",0,1,"0",32.057,166.326
"0",0,0,40,0,12,"0","0","Female","<High School","Home Maker",42,"Private",9530,3,"SUV","0",0,0,"0",1,1,"0",37.076,0
"1",4907,1,40,1,12,"0","1","Female","PhD","Doctor",10,"Private",24870,4,"Sports Car","0",7343,4,"0",3,13,"1",159.889,412.774
"0",0,0,58,0,13,"0","1","Female","High School","Clerical",17,"Private",7960,4,"SUV","0",4351,3,"0",1,1,"1",38.435,156.981
"0",0,0,49,0,14,"0","1","Male","Masters","Professional",70,"Commercial",9720,6,"Pickup","0",5645,3,"0",0,15,"1",95.156,278.953
"0",0,0,51,0,12,"0","0","Male","Masters","Lawyer",37,"Private",16900,5,"Van","0",37667,2,"1",1,13,"1",103.029,0
"0",0,0,36,0,9,"0","0","Female","Masters","Lawyer",43,"Private",11570,6,"SUV","0",8190,2,"0",5,23,"1",64.677,0
"0",0,0,50,0,0,"0","0","Male","<High School","Student",49,"Commercial",6500,7,"Pickup","1",0,0,"0",4,1,"0",16.625,0
"0",0,0,40,0,14,"0","1","Female","<High School","Clerical",20,"Commercial",25200,6,"Pickup","0",0,0,"0",0,6,"1",42.42,192.942
"0",0,0,29,0,10,"0","1","Female","Masters","Manager",37,"Private",14460,10,"SUV","0",5903,3,"0",0,8,"1",79.059,240.683
"0",0,0,28,1,12,"0","1","Female","Bachelors","Blue Collar",46,"Private",25980,1,"Minivan","0",0,0,"0",0,11,"0",64.854,205.489
"0",0,0,43,3,0,"0","1","Female","High School","Student",62,"Private",12410,10,"SUV","0",0,0,"0",0,1,"0",0,0
"0",0,0,54,0,15,"0","1","Male","Bachelors","Professional",55,"Private",12620,1,"Minivan","1",0,0,"0",1,8,"1",92.261,282.708
"0",0,0,47,0,11,"0","1","Male","Bachelors","Professional",35,"Commercial",16580,9,"Van","1",8085,4,"0",6,13,"1",68.061,209.61
"0",0,0,37,0,13,"0","0","Female","Bachelors","Blue Collar",39,"Commercial",27200,1,"Minivan","0",0,0,"0",2,14,"0",69.083,0
"0",0,0,35,1,15,"0","1","Male","Bachelors","Manager",49,"Commercial",16670,6,"Van","1",10623,1,"0",1,1,"1",116.733,349.837
"0",0,0,57,0,10,"0","1","Male","PhD","Manager",40,"Commercial",34050,1,"Panel Truck","1",6581,2,"0",5,10,"1",297.435,611.328
"0",0,0,61,0,12,"0","0","Female","PhD","Doctor",10,"Private",19040,1,"Sports Car","0",0,0,"0",1,16,"1",66.433,249.869
"0",0,0,47,0,0,"0","0","Male","PhD","Home Maker",52,"Private",6200,7,"Pickup","0",0,0,"0",0,20,"1",0,91.949
"0",0,0,40,0,6,"0","1","Female","<High School","Clerical",49,"Private",18610,4,"Minivan","0",0,0,"0",0,6,"1",40.651,200.91
"0",0,0,39,3,13,"1","0","Female","PhD","Manager",16,"Private",39520,7,"Van","0",0,0,"0",0,13,"1",164.047,421.956
"0",0,0,52,0,9,"0","0","Female","Bachelors","Blue Collar",36,"Commercial",15120,1,"Minivan","0",0,0,"0",3,10,"0",68.992,216.986
"0",0,0,36,0,10,"0","0","Male","<High School","Clerical",37,"Private",17120,1,"Van","1",0,0,"0",2,8,"1",14.418,0
"1",1030,0,53,0,12,"0","0","Male","PhD","Doctor",31,"Private",12550,3,"Minivan","1",2045,4,"0",0,1,"1",189.052,0
"0",0,0,33,3,0,"0","1","Female","<High School","Student",19,"Commercial",4700,13,"SUV","0",0,0,"0",1,1,"1",9.002,0
"0",0,0,45,1,11,"1","0","Female","High School","Blue Collar",52,"Commercial",16210,17,"SUV","0",0,0,"0",1,6,"0",51.655,182.945
"1",2753,1,37,2,0,"0","1","Female","Bachelors","Home Maker",26,"Private",7070,1,"Sports Car","0",982,3,"0",1,6,"1",0,80.883
"0",0,2,43,3,9,"1","0","Female","High School","Clerical",46,"Private",28580,6,"Minivan","0",0,0,"0",0,7,"0",25.934,0
"0",0,0,48,0,11,"0","0","Female","Masters","Manager",39,"Commercial",23510,1,"Pickup","0",0,0,"0",0,16,"1",82.709,0
"0",0,0,54,0,13,"0","1","Male","Bachelors","Manager",18,"Private",1500,4,"Minivan","0",0,0,"0",0,1,"1",82.13,305.391
"1",943,0,49,0,12,"0","0","Female","Bachelors","Manager",51,"Private",12580,4,"SUV","0",0,0,"0",0,15,"1",61.79,206.446
"1",6052,0,46,0,0,"0","0","Female","PhD","Home Maker",74,"Private",7710,4,"SUV","0",0,0,"0",3,12,"1",0,0
"0",0,0,34,2,11,"0","1","Female","<High School","Blue Collar",32,"Private",19270,9,"Minivan","0",0,0,"0",0,7,"0",18.077,104.851
"1",5853,0,38,2,14,"1","0","Female","High School","Clerical",49,"Private",13200,7,"SUV","0",0,0,"0",6,1,"1",25.57,0
"1",6409,0,33,0,0,"0","0","Male","<High School","Student",49,"Commercial",25280,3,"Panel Truck","0",0,0,"0",0,11,"1",0,0
"0",0,0,34,1,10,"1","0","Male","High School","Clerical",35,"Commercial",12180,7,"Pickup","1",0,0,"0",0,7,"1",23.571,0
"0",0,0,45,1,12,"1","0","Female","High School","Clerical",47,"Private",5270,1,"Sports Car","0",3978,4,"0",3,7,"1",37.675,148.826
"0",0,0,50,0,15,"0","1","Female","<High School","Blue Collar",19,"Private",6500,4,"Sports Car","0",0,0,"0",1,1,"1",121.299,315.447
"0",0,0,34,1,12,"0","1","Male","High School","Blue Collar",46,"Commercial",32190,3,"Panel Truck","0",0,0,"0",2,1,"1",87.295,264.318
"0",0,0,44,0,0,"0","0","Male","Masters","Student",18,"Commercial",21330,4,"Van","0",5632,3,"0",5,18,"1",98.743,234.546
"0",0,2,43,2,13,"0","1","Male","High School","Blue Collar",30,"Private",12930,4,"Minivan","0",4094,1,"0",5,1,"1",25.643,125.466
"0",0,0,31,4,0,"0","1","Male","Masters","Home Maker",66,"Private",7860,6,"SUV","0",1105,2,"0",2,15,"0",0,87.889
"1",1254,0,33,2,11,"0","1","Female","High School","Blue Collar",52,"Commercial",6790,10,"Sports Car","0",16816,1,"1",0,7,"1",19.894,156.233
"1",5200,0,32,2,0,"0","1","Male","High School","Student",29,"Commercial",11990,1,"Minivan","0",6867,3,"0",3,10,"1",0,0
"1",4582,0,52,0,11,"0","0","Female","Bachelors","Blue Collar",25,"Commercial",14880,4,"SUV","0",0,0,"0",0,1,"1",38.442,175.653
"0",0,0,48,0,9,"0","1","Male","High School","Blue Collar",39,"Commercial",10850,6,"Pickup","1",7219,3,"0",3,1,"1",43.095,232.693
"0",0,0,45,0,13,"0","0","Male","PhD","Doctor",32,"Private",31310,7,"Minivan","1",0,0,"0",0,16,"1",278.656,407.959
"1",6261,2,37,2,9,"1","0","Female","Bachelors","Manager",51,"Private",33760,1,"Minivan","0",2491,2,"0",7,9,"1",116.092,0
"1",50032.586112,0,42,0,10,"0","1","Male","<High School","Clerical",48,"Private",12600,1,"Minivan","0",0,0,"0",3,6,"1",7.093,171.676
"0",0,0,50,0,11,"0","0","Female","High School","Blue Collar",71,"Commercial",13790,1,"SUV","0",0,0,"0",0,1,"1",72.93,275.761
"0",0,0,63,0,15,"0","1","Male","Masters","Lawyer",66,"Private",20370,1,"Minivan","1",5721,3,"0",5,5,"1",47.276,203.372
"1",843,0,39,0,12,"0","1","Male","Bachelors","Blue Collar",30,"Commercial",18330,1,"Van","0",6690,2,"0",0,9,"1",87.416,231.934
"1",78874.190563,1,57,2,16,"1","0","Male","PhD","Doctor",60,"Commercial",37130,6,"Panel Truck","0",7160,4,"0",2,12,"1",119.068,342.788
"1",5745,0,41,0,8,"0","1","Male","Bachelors","Blue Collar",9,"Private",9350,1,"Minivan","1",4265,1,"0",2,10,"1",60.314,212.621
"0",0,0,49,0,0,"0","0","Female","Bachelors","Home Maker",63,"Private",8420,7,"SUV","0",3721,2,"0",2,12,"1",0,124.751
"1",1187,1,41,1,10,"0","1","Female","Masters","Lawyer",29,"Private",15220,1,"SUV","0",0,0,"1",1,8,"1",96.166,241.382
"0",0,0,54,0,11,"0","1","Female","PhD","Doctor",34,"Private",12340,1,"Sports Car","0",1278,2,"0",0,10,"1",35.638,188.539
"0",0,0,47,0,10,"0","1","Female","High School","Professional",16,"Private",15280,7,"SUV","0",0,0,"0",2,6,"1",90.802,300.604
"1",7136,0,45,3,0,"0","1","Male","<High School","Student",23,"Commercial",7640,1,"Pickup","1",0,0,"0",0,1,"1",0,63.103
"0",0,0,37,1,14,"0","1","Female","<High School","Blue Collar",36,"Private",11790,7,"SUV","0",31255,3,"0",4,6,"1",25.346,108.026
"0",0,0,52,0,12,"0","1","Male","High School","Blue Collar",44,"Commercial",10950,4,"Pickup","1",0,0,"0",2,11,"0",68.564,274.122
"0",0,0,40,1,13,"0","1","Female","High School","Blue Collar",35,"Commercial",5500,4,"SUV","0",0,0,"1",0,8,"0",42.507,146.606
"0",0,0,38,3,12,"1","0","Female","Bachelors","Professional",11,"Private",24270,11,"SUV","0",0,0,"0",1,11,"1",107.958,273.174
"1",3432,0,32,1,0,"1","0","Female","Bachelors","Student",14,"Private",4750,4,"SUV","0",4074,1,"0",9,9,"1",0,0
"0",0,1,41,2,13,"0","1","Male","Masters","Lawyer",25,"Private",17310,16,"Van","0",6412,1,"0",1,11,"1",58.963,214.655
"0",0,0,41,0,9,"0","0","Male","Bachelors","Clerical",34,"Private",14420,7,"Minivan","1",7869,4,"0",3,11,"1",37.196,0
"0",0,0,25,0,8,"0","1","Male","Bachelors","Professional",26,"Private",15810,6,"Minivan","1",0,0,"1",2,10,"1",118.074,353.178
"1",4004,1,43,3,15,"1","0","Female","Bachelors","Blue Collar",19,"Commercial",18080,1,"SUV","0",1784,1,"0",4,14,"1",122.806,0
"0",0,0,42,0,12,"0","0","Male","PhD","Blue Collar",30,"Commercial",23300,6,"Panel Truck","1",958,1,"0",3,14,"1",131.05,382.673
"0",0,0,56,0,0,"0","1","Female","Bachelors","Home Maker",39,"Private",13130,6,"Sports Car","0",0,0,"0",1,13,"0",0,134.398
"0",0,1,39,3,14,"0","1","Female","High School","Clerical",58,"Private",21390,11,"SUV","0",2743,2,"0",4,5,"1",41.376,176.065
"0",0,0,49,0,11,"0","1","Female","PhD","Manager",27,"Private",18560,6,"SUV","0",0,0,"0",5,18,"1",109.23,331.885
"0",0,0,50,0,11,"0","0","Female","Bachelors","Manager",38,"Private",21830,4,"Pickup","0",1116,1,"0",4,7,"1",47.902,0
"0",0,0,57,0,0,"0","1","Female","High School","Student",43,"Commercial",19510,1,"Sports Car","0",4630,1,"0",4,1,"1",37.047,161.286
"0",0,0,23,1,0,"1","0","Male","<High School","Student",21,"Private",3870,1,"Minivan","1",9822,2,"0",1,8,"1",3.136,56
"0",0,0,33,1,12,"0","1","Male","Bachelors","Clerical",5,"Commercial",19050,4,"Van","0",0,0,"0",0,9,"0",51.179,221.92
"0",0,0,36,3,13,"0","1","Female","High School","Clerical",29,"Private",29960,4,"Pickup","0",7867,1,"0",5,1,"1",29.033,181.744
"1",6571,0,41,0,9,"0","0","Male","Masters","Lawyer",34,"Commercial",26570,1,"Panel Truck","1",0,0,"0",0,15,"1",173.557,450.715
"0",0,0,46,0,13,"0","0","Male","<High School","Clerical",45,"Commercial",6100,14,"Pickup","1",0,0,"0",3,5,"0",30.226,114.879
"1",5016,0,44,0,10,"0","0","Male","Masters","Professional",21,"Commercial",22620,1,"Panel Truck","0",37211,3,"1",3,10,"1",146.338,0
"1",1428,0,43,0,10,"0","0","Female","Bachelors","Professional",49,"Private",13760,4,"SUV","0",0,0,"0",0,8,"1",49.729,211.046
"1",3535,0,36,0,0,"0","1","Male","High School","Student",33,"Commercial",10510,6,"Pickup","1",38190,2,"1",7,12,"1",0.158,0
"1",2572,0,46,0,13,"0","0","Female","<High School","Home Maker",38,"Private",2450,5,"Sports Car","0",0,0,"0",0,1,"1",9.494,0
"1",52489.751433,1,58,2,16,"0","1","Female","Bachelors","Professional",29,"Private",18100,1,"SUV","0",4646,2,"0",3,10,"1",108.047,261.777
"0",0,1,40,2,10,"1","0","Female","<High School","Clerical",45,"Private",28910,8,"Minivan","0",0,0,"1",0,1,"0",55.395,194.491
"0",0,0,39,1,13,"0","1","Male","Bachelors","Manager",46,"Private",14680,6,"Minivan","0",0,0,"0",1,10,"1",91.164,258.261
"1",3897,0,54,0,11,"0","0","Male","Masters","Lawyer",52,"Private",7650,1,"Pickup","1",6927,2,"0",0,15,"1",63.027,0
"0",0,0,43,0,10,"0","0","Female","<High School","Clerical",50,"Private",17640,4,"SUV","0",0,0,"0",3,1,"0",23.514,0
"0",0,0,51,0,7,"0","1","Male","Bachelors","Manager",57,"Private",15140,9,"Minivan","1",0,0,"0",2,9,"1",94.082,255.867
"0",0,0,46,0,11,"0","1","Female","PhD","Lawyer",48,"Private",13690,1,"SUV","0",4656,4,"0",0,13,"1",67.938,235.842
"1",29865.051879,1,41,4,8,"1","0","Female","PhD","Manager",46,"Commercial",21520,11,"Pickup","0",4082,2,"0",4,17,"1",175.783,0
"0",0,0,60,0,0,"0","1","Female","Bachelors","Home Maker",45,"Private",23800,3,"Sports Car","0",6223,1,"0",5,12,"1",0,146.261
"0",0,0,51,0,8,"0","0","Female","Masters","Manager",51,"Private",22480,6,"Pickup","0",0,0,"0",3,16,"1",25.152,0
"0",0,0,47,0,13,"0","1","Female","Masters","Professional",50,"Commercial",37170,6,"Van","0",0,0,"0",1,15,"0",171.348,414.733
"0",0,0,49,0,12,"0","0","Male","High School","Professional",17,"Private",24760,10,"Minivan","1",6813,5,"0",0,8,"1",66.972,0
"0",0,0,35,0,14,"0","1","Male","Bachelors","Manager",10,"Commercial",21950,1,"Van","0",0,0,"0",0,10,"1",93.474,172.856
"0",0,0,46,0,11,"0","0","Female","Bachelors","Manager",37,"Private",12710,4,"SUV","0",0,0,"0",0,12,"1",56.467,0
"0",0,0,51,0,13,"0","1","Female","<High School","Blue Collar",37,"Private",13780,7,"SUV","0",0,0,"0",0,1,"0",43.406,151.929
"0",0,0,49,0,13,"0","1","Female","Masters","Lawyer",8,"Private",6810,3,"SUV","0",0,0,"0",1,4,"1",94.072,251.912
"0",0,2,41,3,14,"0","1","Male","High School","Blue Collar",56,"Commercial",11280,10,"Pickup","1",0,0,"0",0,6,"1",56.82,176.631
"1",2413,1,38,3,14,"1","0","Male","Bachelors","Blue Collar",36,"Commercial",22560,4,"Panel Truck","0",0,0,"1",2,10,"1",82.527,0
"0",0,0,51,0,15,"0","0","Male","Masters","Lawyer",40,"Private",1500,3,"Minivan","1",0,0,"0",0,1,"0",85.317,0
"0",0,0,63,1,16,"0","1","Male","Masters","Lawyer",58,"Private",24590,9,"Minivan","1",0,0,"0",2,15,"1",70.931,236.296
"0",0,1,38,4,12,"0","1","Female","<High School","Home Maker",35,"Private",22690,10,"Pickup","0",0,0,"0",2,1,"1",2.149,72.889
"0",0,0,30,4,0,"0","1","Male","High School","Student",52,"Commercial",30810,6,"Panel Truck","1",2630,2,"0",2,9,"1",2.519,0
"1",2365,0,57,0,9,"0","1","Female","High School","Professional",30,"Private",15050,6,"SUV","0",6713,3,"0",0,1,"0",97.059,311.131
"1",2418,0,45,0,11,"0","0","Male","PhD","Lawyer",33,"Commercial",18510,1,"Van","1",0,0,"1",0,8,"1",125.058,0
"0",0,1,37,1,0,"1","0","Female","High School","Student",59,"Commercial",16590,1,"SUV","0",1234,2,"0",3,7,"0",0,0
"0",0,0,54,0,7,"0","0","Male","PhD","Doctor",42,"Commercial",25040,6,"Panel Truck","1",0,0,"0",3,22,"1",170.11,438.186
"0",0,0,42,1,11,"0","1","Male","PhD","Manager",25,"Private",18090,5,"Minivan","0",0,0,"0",0,14,"1",200.928,513.817
"0",0,0,48,0,12,"0","1","Male","Masters","Manager",24,"Commercial",30630,4,"Panel Truck","0",0,0,"0",0,17,"1",88.392,237.486
"0",0,1,38,4,16,"0","1","Female","<High School","Blue Collar",18,"Private",7130,10,"SUV","0",0,0,"0",3,1,"0",18.348,92.593
"0",0,0,50,0,14,"0","1","Male","Bachelors","Manager",51,"Private",14630,5,"Minivan","0",2575,3,"0",0,9,"1",81.293,255.251
"0",0,0,56,0,9,"0","1","Female","High School","Clerical",43,"Private",18350,14,"SUV","0",0,0,"0",0,6,"0",29.401,195.993
"0",0,0,52,0,10,"0","0","Male","Bachelors","Blue Collar",36,"Commercial",16750,1,"Van","1",0,0,"0",0,10,"0",100.501,0
"0",0,0,40,1,14,"0","1","Male","Bachelors","Professional",31,"Commercial",23590,1,"Panel Truck","1",0,0,"0",0,11,"0",62.502,201.11
"0",0,0,49,0,0,"0","1","Male","High School","Student",28,"Private",8870,6,"Minivan","0",0,0,"0",0,1,"0",0,0
"0",0,0,57,1,8,"0","1","Male","PhD","Manager",28,"Commercial",18510,6,"Van","1",0,0,"0",0,15,"1",134.899,427.952
"1",3918,0,60,0,13,"0","0","Male","PhD","Doctor",33,"Private",14330,10,"Minivan","0",3977,3,"0",4,13,"1",128.275,0
"1",3421,0,40,2,14,"1","0","Female","High School","Clerical",5,"Private",1500,6,"SUV","0",0,0,"0",3,7,"1",50.401,149.91
"0",0,0,60,0,14,"0","1","Female","PhD","Doctor",9,"Private",24050,1,"Minivan","0",0,0,"0",3,13,"1",87.355,258.261
"0",0,0,37,2,0,"0","1","Female","<High School","Student",42,"Private",11370,1,"Sports Car","0",0,0,"0",4,5,"0",0.591,0
"0",0,0,51,0,14,"0","1","Male","Masters","Lawyer",23,"Private",1500,10,"Minivan","1",0,0,"0",0,16,"1",117.742,305.361
"0",0,0,39,0,0,"0","1","Female","<High School","Student",79,"Private",5600,1,"Sports Car","0",4697,1,"0",0,1,"1",11.515,0
"1",18139.393437,0,48,0,11,"0","0","Female","High School","Blue Collar",5,"Commercial",12040,7,"Sports Car","0",5396,1,"0",3,1,"1",65.24,189.12
"0",0,0,39,0,13,"0","0","Female","PhD","Manager",33,"Private",7350,1,"SUV","0",1650,2,"0",4,17,"1",134.46,0
"0",0,0,60,0,9,"0","0","Male","Bachelors","Manager",34,"Private",1500,10,"Minivan","0",15403,2,"0",0,11,"1",100.207,320.199
"0",0,0,41,2,16,"1","0","Female","Bachelors","Professional",35,"Private",14910,4,"SUV","0",0,0,"0",4,5,"0",71.6,214.13
"0",0,0,58,0,12,"0","1","Male","Bachelors","Professional",30,"Private",20490,7,"Minivan","0",0,0,"0",0,9,"0",69.194,271.781
"0",0,0,43,2,13,"0","1","Female","High School","Professional",22,"Private",10780,1,"Sports Car","0",3534,3,"0",8,1,"1",49.834,189.056
"1",5984,0,36,3,19,"0","1","Female","High School","Blue Collar",25,"Commercial",8290,6,"SUV","0",30192,1,"1",7,1,"1",34.658,191.264
"0",0,0,56,0,9,"0","1","Female","Bachelors","Professional",53,"Private",33140,1,"Van","0",2925,2,"0",0,5,"1",178.807,451.332
"0",0,0,29,4,11,"1","0","Female","High School","Clerical",30,"Private",20120,1,"Pickup","0",0,0,"1",1,1,"0",22.698,0
"0",0,0,37,0,7,"0","0","Male","Bachelors","Manager",24,"Commercial",17730,9,"Van","1",0,0,"0",4,1,"1",125.314,0
"0",0,0,40,0,9,"0","0","Male","Masters","Lawyer",43,"Private",15390,1,"Minivan","1",0,0,"0",0,12,"1",64.032,0
"0",0,0,37,0,9,"0","0","Female","High School","Blue Collar",55,"Commercial",11440,10,"SUV","0",0,0,"1",1,1,"0",62.409,217.421
"1",8116,0,58,0,6,"0","0","Male","<High School","Blue Collar",27,"Commercial",7300,1,"Pickup","1",34123,2,"1",0,7,"1",57.454,0
"1",2375,0,33,1,0,"1","0","Male","High School","Student",56,"Commercial",31040,1,"Panel Truck","0",7343,2,"0",4,1,"1",32.708,0
"0",0,2,46,0,9,"0","1","Male","<High School","Clerical",27,"Private",17200,4,"Minivan","0",0,0,"1",1,1,"0",19.139,123.576
"1",3621,0,30,0,9,"0","0","Female","<High School","Blue Collar",51,"Private",16110,1,"Minivan","0",3062,1,"0",1,1,"1",34.581,0
"1",3769,2,45,2,12,"0","1","Male","<High School","Clerical",44,"Commercial",7200,4,"Pickup","0",0,0,"1",3,8,"1",30.085,128.194
"0",0,0,44,0,0,"0","1","Female","Bachelors","Home Maker",28,"Private",14190,4,"Sports Car","0",35430,2,"1",2,8,"1",0,104.49
"0",0,1,53,1,11,"1","0","Female","Bachelors","Blue Collar",39,"Commercial",23410,13,"Pickup","0",0,0,"0",0,10,"0",63.593,0
"1",2027,0,42,0,15,"0","0","Female","Masters","Lawyer",33,"Private",13060,1,"Minivan","0",23213,2,"1",4,8,"1",73.551,0
"0",0,0,53,0,15,"0","1","Female","Bachelors","Manager",11,"Commercial",25540,1,"Pickup","0",1037,1,"0",2,10,"1",75.184,268.417
"0",0,0,51,0,10,"0","0","Male","PhD","Doctor",32,"Private",22040,3,"Van","0",1305,4,"0",0,18,"1",205.354,0
"0",0,0,32,1,5,"0","1","Female","PhD","Manager",25,"Private",5790,1,"Sports Car","0",0,0,"0",0,10,"1",68.288,256.646
"1",2908,1,41,2,14,"0","1","Female","Masters","Manager",41,"Commercial",43280,6,"Panel Truck","0",4422,2,"0",0,18,"1",290.846,682.634
"0",0,1,40,2,13,"0","1","Male","High School","Manager",5,"Private",16930,11,"Minivan","1",30944,2,"0",3,7,"1",48.187,136.205
"0",0,0,51,0,14,"0","1","Male","Bachelors","Blue Collar",46,"Commercial",7780,10,"Pickup","0",0,0,"0",1,11,"1",57.775,216.78
"1",6767,0,62,1,0,"0","1","Female","High School","Home Maker",39,"Private",11060,9,"Sports Car","0",0,0,"0",1,1,"1",0,114.515
"0",0,0,46,0,14,"0","0","Female","<High School","Clerical",68,"Private",28190,6,"SUV","0",0,0,"0",0,1,"1",31.834,0
"0",0,0,39,0,0,"0","1","Female","<High School","Student",42,"Private",6090,6,"SUV","0",0,0,"0",0,5,"0",6.929,79.415
"0",0,0,69,0,12,"0","1","Female","Masters","Lawyer",13,"Private",17200,6,"SUV","0",0,0,"0",3,20,"1",60.965,231.014
"1",5509,0,54,0,0,"0","1","Male","High School","Student",20,"Private",3320,6,"Minivan","1",7499,2,"0",0,7,"1",9.123,120.711
"1",2490,0,53,0,0,"0","0","Male","High School","Student",24,"Private",17190,6,"Van","1",0,0,"0",1,1,"1",0,0
"0",0,0,52,0,15,"0","1","Female","High School","Blue Collar",21,"Commercial",28390,10,"SUV","0",0,0,"0",0,9,"0",37.049,196.411
"0",0,0,42,4,14,"1","0","Male","<High School","Clerical",31,"Private",18780,11,"SUV","0",0,0,"0",0,1,"0",22.225,103.267
"0",0,0,44,2,10,"1","0","Female","PhD","Doctor",36,"Private",23940,10,"Minivan","0",0,0,"0",1,18,"1",152.787,398.731
"0",0,1,45,1,14,"0","1","Female","Bachelors","Professional",48,"Private",11810,1,"Minivan","0",0,0,"0",5,10,"1",26.156,179.165
"0",0,0,55,0,5,"0","1","Male","Bachelors","Manager",15,"Private",15320,7,"Minivan","1",0,0,"0",0,14,"1",60.745,233.583
"0",0,0,40,0,9,"0","0","Male","Masters","Lawyer",25,"Private",7900,6,"Pickup","1",0,0,"0",0,18,"1",64.032,0
"1",7786,0,34,0,8,"0","0","Female","<High School","Clerical",13,"Private",2920,4,"Sports Car","0",24767,3,"1",2,10,"1",14.194,87.034
"1",3760,0,48,0,10,"0","0","Male","Masters","Professional",34,"Commercial",24380,7,"Panel Truck","1",3233,3,"0",0,11,"1",123.223,0
"0",0,0,39,0,11,"0","1","Male","Masters","Manager",9,"Commercial",23170,1,"Panel Truck","1",0,0,"0",0,11,"1",140.275,385.708
"0",0,0,53,0,0,"0","1","Male","Bachelors","Student",39,"Commercial",15200,1,"Minivan","1",0,0,"0",0,1,"0",17.424,0
"0",0,0,48,0,11,"0","1","Male","High School","Manager",5,"Private",1500,4,"Minivan","0",0,0,"0",1,7,"1",53.35,220.481
"1",1869,0,49,0,0,"0","1","Male","High School","Student",69,"Commercial",6400,1,"Pickup","1",5032,3,"0",7,1,"1",0,87.08
"0",0,0,28,3,9,"1","0","Female","Bachelors","Professional",5,"Private",13790,4,"Pickup","0",0,0,"0",4,4,"1",94.863,269.454
"1",4193,0,48,0,12,"0","0","Female","Masters","Lawyer",45,"Private",20360,6,"SUV","0",6710,1,"0",0,16,"1",59.146,239.92
"1",28706.339889,0,58,4,16,"1","0","Female","Masters","Lawyer",37,"Private",20790,7,"Minivan","0",0,0,"0",2,18,"1",78.397,95.776
"0",0,0,34,3,16,"0","1","Female","Masters","Manager",29,"Private",20100,1,"Minivan","0",0,0,"1",0,17,"1",165.026,413.525
"0",0,3,42,3,6,"0","1","Female","<High School","Blue Collar",30,"Commercial",17680,1,"Minivan","0",4352,2,"0",6,1,"1",19.502,112.001
"1",1682.1945348,0,34,3,14,"0","1","Male","Bachelors","Professional",49,"Private",17200,1,"Van","0",0,0,"0",4,1,"1",54.208,194.465
"0",0,0,46,0,9,"0","0","Female","Bachelors","Professional",28,"Private",6100,10,"Sports Car","0",0,0,"0",2,8,"0",99.087,298.048
"0",0,0,42,0,12,"0","1","Female","High School","Blue Collar",44,"Commercial",1500,4,"SUV","0",1015,2,"0",0,4,"1",109.098,268.393
"0",0,0,42,0,8,"0","1","Male","High School","Blue Collar",18,"Commercial",34890,8,"Panel Truck","0",9058,2,"0",5,11,"1",52.463,179.025
"0",0,0,54,0,12,"0","1","Male","High School","Blue Collar",26,"Commercial",16240,6,"Van","1",9866,1,"0",0,1,"1",93.4,317.614
"0",0,0,47,0,11,"0","1","Male","Masters","Lawyer",33,"Private",11610,5,"Minivan","1",0,0,"0",5,14,"0",44.963,160.317
"0",0,1,41,1,12,"1","0","Male","Bachelors","Blue Collar",74,"Commercial",24050,1,"Panel Truck","1",0,0,"0",0,7,"0",117.352,0
"0",0,1,42,1,13,"1","0","Female","Bachelors","Manager",37,"Private",5700,6,"SUV","0",1775,1,"0",2,9,"1",49.12,197.752
"0",0,0,21,4,0,"0","1","Female","High School","Student",24,"Commercial",15650,3,"SUV","1",6485,3,"0",0,1,"0",0,0
"0",0,0,43,2,11,"1","0","Female","Masters","Professional",49,"Private",15350,13,"SUV","0",3308,1,"0",2,13,"1",90.334,268.229
